Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Side Salad with Grilled Chicken Strips,Putnam,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-01-20,206,1 EACH,10g,9.9g,5.6g,2.8g,0g,4.9g,56.7mg,0g,385.4mg,20.2g,270.9mg,1.4mg,0mcg,331.8mg
Turkey and Swiss Croissant,Putnam,Dinner,"Milk, Wheat, Soybeans",[],2023-01-20,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Vegan Egg Sausage and Cheese Bagel,Putnam,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-01-20,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Wrapped Brownie,Putnam,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-20,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Alabama BBQ Chicken,Putnam,Dinner,Soybeans,['Gluten Friendly'],2023-01-20,317,1 EACH,17.6g,0.3g,2.5g,0.3g,0g,0g,164.1mg,0g,523.8mg,35.1g,32.8mg,1.7mg,0mcg,1.7mg
Biscuits N' Honey,Putnam,Dinner,"Milk, Wheat",['Vegetarian'],2023-01-20,301,1 EACH,13.7g,39.1g,8.4g,1g,0g,6g,10.1mg,2g,810.4mg,6g,20mg,1.8mg,0mcg,1.2mg
Bourbon & Black Strap Sweet Potatoes,Putnam,Dinner,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,207,4 OZ,3g,43.5g,0.7g,3.5g,0g,25.9g,0mg,9g,235mg,1.7g,62.8mg,1.3mg,0mcg,553.2mg
Collard Greens with Applewood Bacon,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-01-20,45,3 OZ,1.8g,4.9g,0.5g,2.4g,0g,0.7g,4.1mg,0g,345.5mg,3g,130.4mg,0.3mg,0mcg,132.8mg
Mexican Corn,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,69,3 OZ,0g,16g,0g,0g,0g,1.2g,0mg,0g,1mg,1g,0mg,0mg,mcg,mg
Oven Fried Southern Scrod,Putnam,Dinner,"Eggs, Fish, Wheat",[],2023-01-20,248,1 EACH,11.1g,15.2g,1.6g,0.7g,0g,0.1g,93.5mg,0g,709.9mg,21.9g,28mg,0.8mg,0.3mcg,27mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Vegetarian Dirty Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-20,193,6 OZ,3.8g,26.9g,0.2g,1.9g,0g,0.8g,0mg,0g,356.3mg,12.9g,31.1mg,3.6mg,0mcg,122.7mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-20,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Pesto,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-20,190,2 OZL,19g,2g,3g,1g,0g,0g,10mg,0g,360.2mg,4g,137.1mg,1mg,0mcg,65mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-20,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Peach Bread Pudding,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-20,190,1/35 HFPAN,5.8g,25.7g,2.2g,0.4g,0g,17.3g,126.9mg,12.3g,167.1mg,8.2g,128.2mg,1.4mg,2.1mcg,98.2mg
Blueberry Pancakes,Putnam,Lunch,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-01-21,498,2 EACH,20.7g,61g,2.3g,1.2g,0g,19.2g,114.6mg,14.2g,453.1mg,13.1g,304.6mg,3.7mg,0.7mcg,227.1mg
Cheesy Scrambled Eggs,Putnam,Lunch,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-21,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Grits,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,66,6 OZ,0.3g,14.8g,0g,1g,0g,0g,0mg,0g,217.7mg,1.5g,4.5mg,0.7mg,0mcg,0mg
Hard Boiled Eggs,Putnam,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-21,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,Putnam,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-21,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Pork Sausage Links,Putnam,Lunch,,['Gluten Friendly'],2023-01-21,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Scrambled Eggs,Putnam,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-21,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-21,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2023-01-21,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Gravy,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-01-21,42,2 OZL,2.8g,3g,0.9g,0g,0g,0.4g,0mg,0g,149.5mg,0.8g,23.8mg,0.2mg,0mcg,68.4mg
Green Bean w/ Julienne Red Peppers,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,55,3 OZ,2.9g,6g,0.4g,2g,0g,2.4g,0mg,0g,0.8mg,1.3g,33.8mg,0.7mg,0mcg,156.8mg
Roasted Beef Sirloin Steak,Putnam,Lunch,,['Gluten Friendly'],2023-01-21,445,4 OZ,30.1g,0.4g,12.4g,0g,1.8g,1.8g,132.8mg,0g,584.9mg,35.5g,2.4mg,3.2mg,0mcg,5.3mg
Roasted Red Potatoes,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,111,4 OZ,3.5g,20.5g,1.1g,2.5g,0g,2.4g,0mg,0g,113.6mg,3.2g,20.5mg,0.9mg,0mcg,565mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
"Tomato, Feta & Spinach Quiche",Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,338,1/8 PIE,27.9g,1.8g,12.9g,0.4g,0g,4.4g,155.9mg,0g,370.2mg,10.8g,1767.1mg,1.1mg,0.5mcg,68.6mg
Blueberry Muffin,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,277,1 EACH,12.4g,36.9g,1.3g,0.7g,0g,23.4g,47.6mg,22.5g,171.6mg,3g,25.1mg,0.5mg,0.3mcg,46.1mg
Double Chocolate Chip Cookie,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,170,1 EACH,8g,23g,4.5g,0g,0g,15g,10mg,0g,140mg,2g,10mg,0.7mg,mcg,105mg
Omelet Bar,Putnam,Lunch,,[],2023-01-21,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chickpea Rotini With Tomato and Mozzarella,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-21,254,6 OZ,11.5g,27.8g,3.2g,5.5g,0g,7.6g,10.1mg,0.8g,300.8mg,13.6g,111.2mg,3.9mg,0mcg,144.6mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Tomato Cream Sauce,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-01-21,230,3 OZL,19.5g,3.3g,11.8g,0.4g,0g,4.6g,62.6mg,0g,342.2mg,5.6g,1240.4mg,0.3mg,0mcg,1.9mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-21,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-21,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-01-21,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Beet and Kale Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-21,310,1 EA,3.5g,59g,0g,6g,0g,11g,0mg,0g,470mg,10g,63mg,1.4mg,0mcg,mg
Crinkle Cut Fries,Putnam,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-21,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-21,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2023-01-21,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Fajita Bar,Putnam,Dinner,,[],2023-01-21,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,0.2mg,0g,0.1mg,0mg,0mcg,0mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Tortilla Chips,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,142,1 OZ,6.1g,19.2g,0.5g,0g,0g,0g,0mg,0g,111.4mg,2g,0mg,0mg,mcg,mg
Alfredo Sauce,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-01-21,325,4 OZL,27.2g,3.7g,17.3g,0g,0g,4.7g,88.8mg,0g,507.4mg,13g,1384.5mg,0.1mg,0.8mcg,4.7mg
Lite Pasta Primavera,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-01-21,202,6 OZ,4.9g,31.2g,2.7g,1.9g,0g,2.8g,11.6mg,0g,371.4mg,7.9g,48.2mg,2.1mg,0mcg,343.6mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-21,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Fruit of the Forest Pie,Putnam,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,475,1/8 PIE,27.5g,55g,11.3g,2.5g,0g,22.5g,0mg,0g,412.5mg,3.8g,50mg,1.8mg,0mcg,mg
Cheesy Scrambled Eggs,Putnam,Lunch,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Cream of Wheat,Putnam,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,72,8 OZ,0g,15.6g,0g,0g,0g,0.7g,0mg,0g,138.1mg,2.6g,175.3mg,5.9mg,0mcg,0mg
French Toast Stix,Putnam,Lunch,"Wheat, Soybeans, Gluten",['Vegetarian'],2023-01-22,540,5 EACH,34.3g,54.7g,2.9g,1.3g,0g,12.7g,0mg,12.7g,572.3mg,6.4g,25.4mg,3.2mg,0mcg,63.6mg
Hard Boiled Eggs,Putnam,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
O'Brien Potatoes,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,127,4 OZ,4g,21g,1.3g,0.2g,0g,0.5g,0.1mg,0g,167.5mg,1.4g,2.1mg,0mg,0mcg,17.4mg
Sausage Patties,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-22,253,2 EACH,24.3g,0g,9.1g,0g,0g,0g,40.5mg,0g,546.8mg,8.1g,0mg,0.4mg,mcg,mg
Scrambled Eggs,Putnam,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-22,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2023-01-22,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Baked Glazed Ham,Putnam,Lunch,,['Gluten Friendly'],2023-01-22,263,4 OZ,8.7g,25.2g,2.9g,0g,0g,25.1g,72.7mg,17.4g,1223.8mg,20.4g,3.4mg,1.1mg,0mcg,17.7mg
Mashed Potatoes,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,132,4 OZ,5.2g,17.5g,3.3g,0g,0g,2.3g,15.4mg,0g,278.2mg,3.1g,91.5mg,0.3mg,1mcg,249.5mg
Roasted Asparagus,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,56,3 OZ,4.5g,3.4g,0.6g,1.8g,0g,1.5g,0mg,0g,104.7mg,1.9g,21.4mg,1.9mg,0mcg,173.8mg
Seared Tofu With Vegetables,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,101,4 OZ,3.5g,10.7g,0.3g,1g,0g,1.4g,0mg,0g,592.1mg,6.1g,63.1mg,0.9mg,2mcg,148.4mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Three Cheese Quiche,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",['Vegetarian'],2023-01-22,410,1/6 PIE,31g,2.8g,18.4g,0g,0g,4.5g,235.2mg,0g,685.1mg,19.7g,1863.6mg,1mg,0.9mcg,105.9mg
Assorted  Scones 1.8 oz.,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-22,224,1 EACH,10g,30.7g,5g,0.5g,0g,16.7g,5mg,0g,160mg,2.5g,0mg,0mg,0mcg,0mg
S'mores Cookies,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-01-22,190,1 EACH,9g,25g,4.5g,0g,0g,13g,10mg,13g,200.2mg,1g,10.1mg,1.3mg,0mcg,30mg
Omelet Bar,Putnam,Lunch,,[],2023-01-22,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Cheese Manicotti,Putnam,Lunch,"Milk, Eggs, Wheat",['Vegetarian'],2023-01-22,496,2 EACH,20.1g,57.1g,8.2g,2.7g,0g,16.8g,95.1mg,0g,1215.6mg,21.4g,353.7mg,5.1mg,0mcg,91.2mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meat Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-22,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-22,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-22,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-01-22,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Beet and Kale Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-22,310,1 EA,3.5g,59g,0g,6g,0g,11g,0mg,0g,470mg,10g,63mg,1.4mg,0mcg,mg
Crinkle Cut Fries,Putnam,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-22,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-22,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2023-01-22,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Mac & Cheese Bar,Putnam,Dinner,,[],2023-01-22,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Chicken Caprese Pasta,Putnam,Dinner,"Milk, Wheat, Soybeans",['Less Sodium'],2023-01-22,272,6 OZ,10.4g,23.4g,3.3g,1g,0g,2.2g,44.6mg,0g,398mg,20.8g,137.5mg,1.5mg,0mcg,120.9mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Pesto,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-22,190,2 OZL,19g,2g,3g,1g,0g,0g,10mg,0g,360.2mg,4g,137.1mg,1mg,0mcg,65mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-22,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Confetti Cake,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-22,203,1/35 HFSHT,8.7g,30g,3.4g,0g,0g,17.1g,0mg,16.8g,250.2mg,1.4g,14.8mg,0.6mg,0mcg,28.4mg
Bacon,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-01-23,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Cheesy Scrambled Eggs,Putnam,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-23,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-23,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-23,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,Putnam,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-23,106,8 OZL,2.1g,19.1g,0.4g,0g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-23,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Skin-on Home Fries,Putnam,Breakfast,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-23,135,3 OZ,6.9g,16.2g,1.2g,2g,0g,1g,0mg,0g,30.6mg,0g,20.3mg,0.4mg,0mcg,425.3mg
Sticky Rice,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-23,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Banana Bread,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-23,200,1/16 LOAF,5.2g,34.3g,3g,0.5g,0g,16.8g,36.3mg,14.2g,450mg,3.9g,38.5mg,1.2mg,0.1mcg,109.2mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-23,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2023-01-23,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-01-23,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Beer Battered Onion Rings,Putnam,Lunch,"Milk, Wheat, Soybeans, Gluten",['Vegetarian'],2023-01-23,351,4 OZ,24g,32.6g,2.9g,1.4g,0g,5.7g,0mg,1.1g,482mg,2.8g,0mg,2mg,0mcg,99.2mg
Grilled Cheese,Putnam,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-23,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Lunch,"Wheat, Soybeans",[],2023-01-23,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
